0.00024402,14
73,37.688
73.148,37.245
73.384,36.714
73.697,36.184
73.939,35.86
74.082,35.653
74.533,35.122
74.878,34.794
75.084,34.592
75.737,34.061
75.816,34.004
76.487,33.531
76.755,33.365
77.378,33
0.00024402,52
73,44.185
73.161,44.673
73.393,45.204
73.697,45.735
73.939,46.071
74.067,46.265
74.492,46.796
74.878,47.181
75.017,47.327
75.62,47.857
75.816,48.007
76.318,48.388
76.755,48.677
77.133,48.918
77.694,49.246
78.064,49.449
78.633,49.746
79.116,49.98
79.571,50.196
80.291,50.51
80.51,50.607
81.449,50.994
81.57,51.041
82.388,51.376
82.906,51.571
83.327,51.742
84.265,52.1
84.272,52.102
85.204,52.492
85.548,52.633
86.143,52.904
86.703,53.163
87.082,53.36
87.694,53.694
88.02,53.893
88.526,54.224
88.959,54.535
89.241,54.755
89.889,55.286
89.898,55.294
90.462,55.816
90.837,56.148
91.05,56.347
91.66,56.878
91.776,56.971
92.31,57.408
92.714,57.701
93.055,57.939
93.653,58.313
93.924,58.469
94.592,58.823
94.971,59
0.00024402,74
100.13,33
100.22,33.054
101.03,33.531
101.16,33.617
101.81,34.061
102.1,34.294
102.47,34.592
103.03,35.122
103.04,35.134
103.55,35.653
103.96,36.184
103.98,36.211
104.36,36.714
104.69,37.245
104.92,37.659
104.99,37.776
105.29,38.306
105.56,38.837
105.81,39.367
105.86,39.475
106.09,39.898
106.38,40.429
106.68,40.959
106.8,41.153
107.03,41.49
107.42,42.02
107.73,42.433
107.84,42.551
108.34,43.082
108.67,43.418
108.89,43.612
109.5,44.143
109.61,44.231
110.2,44.673
110.55,44.933
110.94,45.204
111.49,45.586
111.71,45.735
112.43,46.227
112.49,46.265
113.25,46.796
113.37,46.879
113.98,47.327
114.31,47.581
114.66,47.857
115.24,48.377
115.26,48.388
115.82,48.918
116.18,49.326
116.3,49.449
116.73,49.98
117.07,50.51
117.12,50.621
117.36,51.041
117.58,51.571
117.73,52.102
117.81,52.633
117.83,53.163
117.78,53.694
117.67,54.224
117.48,54.755
117.21,55.286
117.12,55.417
116.89,55.816
116.48,56.347
116.18,56.659
115.98,56.878
115.39,57.408
115.24,57.519
114.69,57.939
114.31,58.183
113.83,58.469
113.37,58.717
112.77,59
0.00048798,79
95.877,33
96.469,33.209
97.236,33.531
97.408,33.607
98.309,34.061
98.347,34.082
99.19,34.592
99.286,34.658
99.929,35.122
100.22,35.373
100.55,35.653
101.07,36.184
101.16,36.295
101.53,36.714
101.91,37.245
102.1,37.549
102.25,37.776
102.56,38.306
102.83,38.837
103.04,39.281
103.09,39.367
103.35,39.898
103.6,40.429
103.86,40.959
103.98,41.207
104.14,41.49
104.45,42.02
104.77,42.551
104.92,42.787
105.13,43.082
105.54,43.612
105.86,43.999
105.99,44.143
106.51,44.673
106.8,44.949
107.09,45.204
107.73,45.735
107.73,45.736
108.46,46.265
108.67,46.412
109.24,46.796
109.61,47.044
110.04,47.327
110.55,47.675
110.82,47.857
111.49,48.344
111.55,48.388
112.22,48.918
112.43,49.099
112.82,49.449
113.33,49.98
113.37,50.026
113.77,50.51
114.12,51.041
114.31,51.42
114.39,51.571
114.58,52.102
114.69,52.633
114.73,53.163
114.67,53.694
114.54,54.224
114.31,54.755
114.31,54.763
114.01,55.286
113.6,55.816
113.37,56.048
113.07,56.347
112.43,56.851
112.39,56.878
111.54,57.408
111.49,57.436
110.55,57.887
110.42,57.939
109.61,58.245
108.85,58.469
108.67,58.521
107.73,58.741
106.8,58.9
105.94,59
0.00048798,85
81.68,33
81.449,33.08
80.51,33.462
80.36,33.531
79.571,33.921
79.318,34.061
78.633,34.485
78.471,34.592
77.773,35.122
77.694,35.193
77.185,35.653
76.755,36.142
76.718,36.184
76.314,36.714
76.003,37.245
75.816,37.653
75.756,37.776
75.546,38.306
75.387,38.837
75.269,39.367
75.183,39.898
75.123,40.429
75.087,40.959
75.073,41.49
75.085,42.02
75.126,42.551
75.202,43.082
75.321,43.612
75.491,44.143
75.726,44.673
75.816,44.833
76.011,45.204
76.368,45.735
76.755,46.183
76.824,46.265
77.353,46.796
77.694,47.079
77.997,47.327
78.633,47.772
78.76,47.857
79.571,48.344
79.649,48.388
80.51,48.839
80.674,48.918
81.449,49.281
81.842,49.449
82.388,49.682
83.155,49.98
83.327,50.048
84.265,50.401
84.578,50.51
85.204,50.743
86.059,51.041
86.143,51.072
87.082,51.422
87.492,51.571
88.02,51.786
88.788,52.102
88.959,52.182
89.883,52.633
89.898,52.641
90.774,53.163
90.837,53.206
91.505,53.694
91.776,53.91
92.141,54.224
92.714,54.736
92.735,54.755
93.294,55.286
93.653,55.604
93.89,55.816
94.545,56.347
94.592,56.382
95.291,56.878
95.531,57.029
96.193,57.408
96.469,57.551
97.337,57.939
97.408,57.969
98.347,58.306
98.924,58.469
99.286,58.57
100.22,58.777
101.16,58.926
101.85,59
0.00073193,166
90.808,33
90.837,33.002
91.776,33.117
92.714,33.28
93.653,33.5
93.762,33.531
94.592,33.768
95.407,34.061
95.531,34.108
96.469,34.521
96.61,34.592
97.408,35.033
97.554,35.122
98.318,35.653
98.347,35.676
98.956,36.184
99.286,36.513
99.485,36.714
99.935,37.245
100.22,37.654
100.31,37.776
100.65,38.306
100.94,38.837
101.16,39.288
101.2,39.367
101.46,39.898
101.71,40.429
101.95,40.959
102.1,41.308
102.19,41.49
102.46,42.02
102.74,42.551
103.02,43.082
103.04,43.114
103.36,43.612
103.71,44.143
103.98,44.527
104.1,44.673
104.54,45.204
104.92,45.61
105.05,45.735
105.63,46.265
105.86,46.451
106.31,46.796
106.8,47.148
107.06,47.327
107.73,47.774
107.86,47.857
108.67,48.384
108.68,48.388
109.46,48.918
109.61,49.025
110.18,49.449
110.55,49.762
110.8,49.98
111.33,50.51
111.49,50.712
111.75,51.041
112.08,51.571
112.31,52.102
112.43,52.561
112.45,52.633
112.49,53.163
112.43,53.694
112.43,53.698
112.27,54.224
112,54.755
111.61,55.286
111.49,55.408
111.07,55.816
110.55,56.203
110.34,56.347
109.61,56.748
109.33,56.878
108.67,57.146
107.85,57.408
107.73,57.442
106.8,57.658
105.86,57.805
104.92,57.891
103.98,57.922
103.04,57.899
102.1,57.821
101.16,57.685
100.22,57.484
99.956,57.408
99.286,57.209
98.418,56.878
98.347,56.848
97.408,56.38
97.35,56.347
96.522,55.816
96.469,55.778
95.836,55.286
95.531,55.018
95.235,54.755
94.682,54.224
94.592,54.136
94.123,53.694
93.653,53.267
93.531,53.163
92.84,52.633
92.714,52.548
91.99,52.102
91.776,51.988
90.92,51.571
90.837,51.536
89.898,51.162
89.582,51.041
88.959,50.828
88.035,50.51
88.02,50.506
87.082,50.206
86.411,49.98
86.143,49.894
85.204,49.577
84.854,49.449
84.265,49.241
83.442,48.918
83.327,48.873
82.388,48.475
82.2,48.388
81.449,48.026
81.128,47.857
80.51,47.506
80.217,47.327
79.571,46.881
79.453,46.796
78.815,46.265
78.633,46.084
78.286,45.735
77.865,45.204
77.694,44.93
77.528,44.673
77.262,44.143
77.07,43.612
76.938,43.082
76.856,42.551
76.816,42.02
76.811,41.49
76.836,40.959
76.89,40.429
76.973,39.898
77.088,39.367
77.24,38.837
77.438,38.306
77.694,37.778
77.695,37.776
77.995,37.245
78.381,36.714
78.633,36.433
78.858,36.184
79.446,35.653
79.571,35.556
80.168,35.122
80.51,34.909
81.073,34.592
81.449,34.402
82.233,34.061
82.388,33.999
83.327,33.673
83.838,33.531
84.265,33.414
85.204,33.211
86.143,33.065
86.763,33
0.00097588,155
91.99,34.061
92.714,34.21
93.653,34.466
94.024,34.592
94.592,34.795
95.342,35.122
95.531,35.212
96.328,35.653
96.469,35.742
97.107,36.184
97.408,36.429
97.739,36.714
98.257,37.245
98.347,37.352
98.697,37.776
99.065,38.306
99.286,38.677
99.383,38.837
99.671,39.367
99.928,39.898
100.16,40.429
100.22,40.572
100.4,40.959
100.64,41.49
100.87,42.02
101.1,42.551
101.16,42.683
101.36,43.082
101.63,43.612
101.9,44.143
102.1,44.513
102.2,44.673
102.53,45.204
102.9,45.735
103.04,45.922
103.33,46.265
103.84,46.796
103.98,46.93
104.45,47.327
104.92,47.681
105.17,47.857
105.86,48.305
105.99,48.388
106.8,48.884
106.85,48.918
107.69,49.449
107.73,49.48
108.44,49.98
108.67,50.16
109.09,50.51
109.61,51.034
109.62,51.041
110.02,51.571
110.31,52.102
110.47,52.633
110.52,53.163
110.44,53.694
110.23,54.224
109.87,54.755
109.61,55.023
109.32,55.286
108.67,55.729
108.52,55.816
107.73,56.178
107.25,56.347
106.8,56.485
105.86,56.686
104.92,56.804
103.98,56.846
103.04,56.815
102.1,56.711
101.16,56.529
100.51,56.347
100.22,56.258
99.286,55.88
99.156,55.816
98.347,55.363
98.227,55.286
97.508,54.755
97.408,54.671
96.909,54.224
96.469,53.791
96.371,53.694
95.852,53.163
95.531,52.849
95.298,52.633
94.655,52.102
94.592,52.057
93.84,51.571
93.653,51.471
92.76,51.041
92.714,51.022
91.776,50.667
91.335,50.51
90.837,50.356
89.898,50.07
89.604,49.98
88.959,49.799
88.02,49.524
87.778,49.449
87.082,49.246
86.143,48.946
86.063,48.918
85.204,48.63
84.557,48.388
84.265,48.278
83.327,47.885
83.266,47.857
82.388,47.437
82.179,47.327
81.449,46.906
81.272,46.796
80.526,46.265
80.51,46.253
79.91,45.735
79.571,45.371
79.419,45.204
79.028,44.673
78.734,44.143
78.633,43.897
78.512,43.612
78.355,43.082
78.258,42.551
78.212,42.02
78.21,41.49
78.247,40.959
78.319,40.429
78.428,39.898
78.576,39.367
78.633,39.208
78.76,38.837
78.992,38.306
79.289,37.776
79.571,37.375
79.664,37.245
80.124,36.714
80.51,36.355
80.706,36.184
81.437,35.653
81.449,35.645
82.374,35.122
82.388,35.116
83.327,34.707
83.65,34.592
84.265,34.388
85.204,34.145
85.642,34.061
86.143,33.966
87.082,33.844
88.02,33.776
88.959,33.76
89.898,33.793
90.837,33.878
91.776,34.017
91.99,34.061
0.0012198,143
89.875,34.592
89.898,34.593
90.837,34.69
91.776,34.85
92.714,35.08
92.852,35.122
93.653,35.389
94.286,35.653
94.592,35.794
95.305,36.184
95.531,36.324
96.085,36.714
96.469,37.032
96.708,37.245
97.213,37.776
97.408,38.018
97.634,38.306
97.989,38.837
98.291,39.367
98.347,39.477
98.565,39.898
98.812,40.429
99.04,40.959
99.257,41.49
99.286,41.564
99.475,42.02
99.691,42.551
99.903,43.082
100.11,43.612
100.22,43.895
100.33,44.143
100.55,44.673
100.78,45.204
101.02,45.735
101.16,46.044
101.28,46.265
101.59,46.796
101.97,47.327
102.1,47.483
102.46,47.857
103.04,48.338
103.11,48.388
103.92,48.918
103.98,48.949
104.87,49.449
104.92,49.477
105.81,49.98
105.86,50.006
106.65,50.51
106.8,50.613
107.34,51.041
107.73,51.425
107.87,51.571
108.23,52.102
108.44,52.633
108.49,53.163
108.36,53.694
108.04,54.224
107.73,54.525
107.45,54.755
106.8,55.124
106.39,55.286
105.86,55.458
104.92,55.639
103.98,55.706
103.04,55.666
102.1,55.521
101.23,55.286
101.16,55.266
100.22,54.856
100.04,54.755
99.286,54.259
99.241,54.224
98.646,53.694
98.347,53.387
98.14,53.163
97.68,52.633
97.408,52.326
97.203,52.102
96.646,51.571
96.469,51.433
95.909,51.041
